geneID	geneLength	geneProduct	BUBUP	BUBUG	BUBUN	BUBUO	BUBUC	BUBUH
650470437	249	hypothetical protein	0	21.11	0	5.01	19.45	5.12
650470438	831	protein serine/threonine phosphatase	1.63	7.91	0	0	4.37	6.14
650470439	2088	serine/threonine protein kinase	31.83	28.95	27.94	26.28	24.35	22
650470440	486	hypothetical protein	262.36	389.29	343.39	277.13	498.16	548.65
650470441	603	hypothetical protein	125.97	128.55	145.1	103.41	238.89	270.82
650470442	216	hypothetical protein	169.56	103.41	112.52	155.88	235.38	248.07
650470443	885	hypothetical protein	13.79	19.3	14.65	25.36	39.67	43.25
650470444	978	hypothetical protein	13.87	13.43	8.28	11.48	37.13	49.57
650470445	1446	type II secretion system protein E	15.01	20.9	15.69	25.87	30.14	49.41
650470446	837	hypothetical protein	21.07	20.41	23.23	28.31	47.73	62.49
650470447	876	hypothetical protein	44.91	21	16.65	32.74	53.89	46.6
650470448	1413	hypothetical protein	20.16	13.95	19.49	22.06	53.97	46.95
650470449	2133	glycoside hydrolase family 9	287.45	784.13	344.87	329.16	519.85	384.6
650470450	4806	glycoside hydrolase family 9	14.11	82.56	14.83	12.71	37.03	16.99
650470451	639	transcriptional regulator, TraR/DksA family	23.35	47.29	55.78	42.94	17.05	25.96
650470452	807	methylthioadenosine phosphorylase (EC 2.4.2.28)	100.85	39.07	50.19	95.81	88.5	115.41
650470453	1029	methylthioribose-1-phosphate isomerase (EC 5.3.1.23)	100.19	29.37	67.71	89.68	55.29	73.15
650470454	393	iron (metal) dependent repressor, DtxR family	562.61	989.58	581.32	688.59	843.98	886.25
650470455	222	FeoA family protein	5505.34	5586.89	7736.49	5651.13	2731.87	2747.01
650470456	2166	ferrous iron transport protein B	909.33	720.62	1255.23	960.35	316.32	245.62
650470457	165	hypothetical protein	1422.25	621.1	1561.36	1156.37	278.79	216.5
650470458	1299	AAA ATPase central domain protein	373.84	162.84	295.62	346.57	276.77	368.3
650470459	432	amino acid-binding ACT domain protein	392.5	185.52	453.83	349.29	288.62	543.4
650470460	1302	phenylacetate-CoA ligase (EC 6.2.1.30)	539.67	193.75	455.47	575.64	390.49	575.19
650470461	576	indolepyruvate ferredoxin oxidoreductase, beta subunit	273.18	91.24	230.67	251.15	189.15	261.36
650470462	1737	indolepyruvate ferredoxin oxidoreductase, alpha subunit	245.99	77.15	157.64	272.1	174.92	248.99
650470463	1512	SSS sodium solute transporter superfamily	2477.9	2889.29	2235.39	2770.44	2003.94	1696.86
650470464	1626	RNA-metabolising metallo-beta-lactamase	24.19	203.62	25.91	23.78	107.21	84.74
650470465	1068	histidinol phosphate aminotransferase apoenzyme (EC 2.6.1.9)	3.81	8.61	6.07	1.17	13.6	14.33
650470466	978	peptidase M42 family protein	85.99	55.08	48.05	48.45	50.75	43.05
650470467	1050	Cellulase	78.8	77.58	44.75	72.45	58.8	51.03
650470468	1050	peptidase M42 family protein	83.97	92.6	80.24	62.95	73.78	69.26
650470469	2301	DNA internalization-related competence protein ComEC/Rec2	32.42	194.14	16.9	27.64	125.74	99.25
650470470	1113	NLP/P60 protein	298.6	1745.92	314.45	285.72	1065.87	920.46
650470471	258	hypothetical protein	215.56	2057.37	320.29	183.68	1590.58	1849.42
650470472	525	GCN5-related N-acetyltransferase	713.12	3523.66	1197.47	736.36	2061.36	2072.88
650470473	1299	hydroxymethylpyrimidine synthase	7.31	3.03	11.23	15.36	2.8	4.91
650470474	1071	thiamine-phosphate pyrophosphorylase	13.93	4.91	1.51	10.48	5.65	7.15
650470475	645	thiamine biosynthesis protein ThiF	121.98	52.96	148.21	121.81	78.83	49.45
650470476	1110	tyrosine lyase ThiH	0	3.55	1.46	11.23	12	6.9
650470477	768	thiazole-phosphate synthase	8.83	3.42	21.1	9.74	12.61	8.31
650470478	201	thiamine biosynthesis protein ThiS	20.25	13.07	8.06	6.2	30.11	19.04
650470479	624	ribosome biogenesis GTP-binding protein YsxC	45.65	35.79	20.77	21.98	31.04	28.62
650470480	1068	hypothetical protein	3.81	4.92	1.52	2.34	4.53	1.19
650470481	129	hypothetical protein	441.64	427.77	175.84	145.01	506.73	801.09
650470482	201	hypothetical protein	7187.3	13400.12	10511.69	7184.61	12563	13050.04
650470483	1044	copper amine oxidase-like domain-containing protein	53.27	59.15	40.35	54.95	117.11	101.43
650470484	663	Methyltransferase type 11	0	3.96	0	0	3.65	3.85
650470485	456	hypothetical protein	8.92	2.88	7.11	0	5.31	2.8
650470486	1152	Resolvase domain protein	7.06	13.69	9.85	8.66	8.41	15.5
650470487	333	hypothetical protein	138.5	130.2	170.3	123.58	109.06	72.79
650470488	2139	DEAD/DEAH box helicase domain protein	9.51	6.76	6.82	7	8.49	10.74
650470489	1845	hypothetical protein	56.61	6.41	27.22	47.99	53.15	73.3
650470490	669	Resolvase domain protein	83.13	27.49	89.61	128.62	90.47	162.1
650470491	777	hypothetical protein	0	0	0	0	0	0
650470492	207	DNA binding domain protein, excisionase family	0	0	0	0	0	0
650470493	1153	transposase IS3/IS911 family protein	32.94	37.6	25.29	37.86	25.2	24.34
650470494	822	hypothetical protein	8.25	30.37	9.86	7.59	22.09	31.04
650470496	291	protein of unknown function DUF503	116.54	243.81	122.5	98.57	170.56	118.37
650470497	1185	response regulator receiver protein	29.76	62.09	36.92	45.25	41.88	47.37
650470498	1764	PAS/PAC sensor signal transduction histidine kinase	7.69	14.9	9.19	4.95	10.29	5.79
650470499	1767	Fibronectin-binding A domain protein	32.24	76.59	33.01	35.29	56.86	55.6
650470500	1194	aminotransferase class I and II	43.17	64.92	46.14	45.96	43.6	26.71
650470501	522	nitroreductase	51.97	80.54	49.66	21.5	74.21	58.66
650470502	2211	endoglucanase Cel9R	302.46	552.64	334.9	276.37	372.3	326.02
650470503	639	thiamine diphosphokinase	31.84	41.12	10.14	25.37	22.73	15.97
650470504	663	ribulose-5-phosphate 3-epimerase (EC 5.1.3.1)	16.37	63.41	19.55	11.29	25.56	19.24
650470505	885	ribosome small subunit-dependent GTPase A	128.75	166.27	104.36	126.82	146.36	152.81
650470506	2112	serine/threonine protein kinase with PASTA sensor(s)	82.85	90.83	61.37	82.67	119.22	128.67
650470507	738	protein serine/threonine phosphatase	56.98	110.38	39.52	82.8	113.18	95.08
650470508	1050	23S rRNA m(2)A-2503 methyltransferase (EC 2.1.1.192)	55.55	135.14	37.04	51.07	134.89	121.51
650470509	1368	NusB antitermination factor	92.22	130.62	56.85	103.01	189.37	156.68
650470510	684	peptidase membrane zinc metallopeptidase	122.96	201.69	90.02	144.03	246	259.26
650470511	771	protein of unknown function DUF116	193.53	107.36	134.5	210.27	175.85	193.6
650470512	978	methionyl-tRNA formyltransferase (EC 2.1.2.9)	79.06	52.39	91.12	103.28	92.83	151.32
650470513	513	peptide deformylase (EC 3.5.1.88)	66.11	79.4	66.33	68.07	110.91	154.19
650470514	2448	replication restart DNA helicase PriA	45.99	50.99	29.78	49.92	58.35	78.17
650470515	414	hypothetical protein	4475.72	5940.96	6578.98	4527.4	2184.22	2006.16
650470516	957	Polyprenyl synthetase	7.09	20.59	1.69	10.42	21.5	16
650470517	513	Heptaprenyl diphosphate synthase component I	10.58	15.37	12.63	7.29	16.52	14.92
650470518	381	protein of unknown function DUF1312	32.04	24.14	21.26	36	31.77	30.14
650470519	1092	ApbE family lipoprotein	11.18	34.89	10.39	10.28	29.93	24.53
650470520	1776	FAD-dependent pyridine nucleotide-disulfide oxidoreductase	333.77	1481.06	397.77	440.97	724.55	550.98
650470521	717	single-strand binding protein/Primosomal replication protein n	5.68	109.95	9.04	8.7	192.47	218.86
650470522	735	Mur ligase middle domain protein	1.85	235.96	19.84	11.88	329.4	383.61
650470523	771	polysaccharide deacetylase	1.76	37.49	2.1	0	36.11	26.48
650470524	1842	asparagine synthase (glutamine-hydrolyzing)	2.95	2.14	0	2.71	0.66	0.69
650470525	1242	PpiC-type peptidyl-prolyl cis-trans isomerase	593.05	510.95	331.36	602.45	458.09	379.04
650470526	3771	phosphoribosylformylglycinamidine synthase (EC 6.3.5.3)	82.37	62.37	75.19	71.76	66.77	62.59
650470527	900	transcriptional regulator, LysR family	4.52	4.38	1.8	5.54	12.11	17.01
650470528	552	transcriptional regulator, XRE family with cupin sensor	137.61	173.75	117.41	106.18	265.35	330.51
650470529	1665	AMP-dependent synthetase and ligase	175.16	126.26	119.7	174.51	156.31	203.06
650470530	1905	Heat shock protein Hsp90-like protein	22.07	11.04	17.01	30.11	16.52	12.05
650470531	855	ABC-3 protein	131.68	47.64	66.33	135.65	56.63	88.04
650470532	780	ABC transporter related protein	74.78	58.96	41.55	76.74	65.18	93.23
650470533	957	periplasmic solute binding protein	58.11	38.44	60.95	78.19	89.81	75.99
650470534	420	ferric uptake regulator, Fur family	348.81	122	289.34	433.51	256.52	328.06
650470535	429	peptidase A24A prepilin type IV	53.75	88.82	79.31	43.6	146.73	121.93
650470536	876	protein serine/threonine phosphatase	131.62	73.49	99.88	103.92	154.77	126.71
650470537	2220	endoglucanase Cel9W	289.63	532.06	348.14	307.27	321.72	260.91
650470538	732	protein of unknown function DUF45	3.71	10.77	4.43	10.22	14.88	19.17
650470539	1194	peptidase M24	19.31	8.8	16.28	21.93	15.21	25.64
650470540	2607	protein of unknown function DUF214	18.73	12.1	8.7	11	13.47	13.7
650470541	684	ABC transporter related protein	37.68	32.65	11.84	10.94	28.32	31.71
650470542	1017	integral membrane sensor signal transduction histidine kinase	6.67	24.55	19.12	11.04	11.9	7.53
650470543	672	two component transcriptional regulator, winged helix family	34.32	31.28	38.58	31.55	34.23	37.97
650470544	1692	glycoside hydrolase family 5	1098.33	714.39	990.17	1169.68	741.91	698.23
650470545	273	hypothetical protein	109.31	553.46	166.18	109.63	199.54	84.12
650470546	2184	ABC-type bacteriocin transporter	1.24	33.69	6.68	4.57	15.52	4.09
650470547	1533	Radical SAM domain protein	9.73	66.85	20.08	16.27	19.74	13.32
650470548	492	Haloacid dehalogenase domain protein hydrolase	0	2.67	3.29	0	4.92	0
650470549	771	hypothetical protein	3.52	10.22	8.41	1.62	15.7	13.24
650470550	1542	hypothetical protein	2.64	7.67	1.05	2.43	7.85	5.79
650470551	786	Peptidoglycan-binding lysin domain	3.45	8.36	4.12	0	10.78	8.12
650470552	396	hypothetical protein	0	0	0	0	0	3.22
650470553	477	transposase IS200-family protein	0	0	0	0	0	2.67
650470556	1506	histidine kinase	4.5	0	2.15	6.62	1.61	1.69
650470557	1110	sodium ion-translocating decarboxylase, beta subunit	83.1	80.49	48.17	59.54	87.25	36.78
650470558	162	sodium pump decarboxylase gamma subunit	117.23	8.11	70.01	123.17	37.36	23.63
650470559	411	hypothetical protein	3.3	25.57	3.94	12.14	5.89	12.42
650470560	648	Exonuclease RNase T and DNA polymerase III	4.19	12.17	10	3.85	18.68	13.78
650470561	717	pyruvate formate-lyase activating enzyme	849.45	1599.73	958.16	878.34	724.29	553.38
650470562	2229	formate acetyltransferase	1610.85	2283.5	1985.92	1855.22	1060.1	912.93
650470563	1236	Capsule synthesis protein, CapA	84.51	94.61	106.18	104.93	89.12	57.8
650470564	552	2'-5' RNA ligase	125.33	88.07	126.22	133.29	76.75	73.96
650470565	867	hypothetical protein	0	0	0	1.44	0	0
650470566	630	aminodeoxychorismate lyase	150.72	563.09	126.02	112.83	378.53	245.04
650470567	585	hypothetical protein	78.84	321.17	83.09	59.69	235.9	141.76
650470568	312	hypothetical protein	43.48	265.3	31.16	43.97	135.8	69.52
650470569	1629	protein of unknown function DUF342	173.2	608.94	223.8	192.15	286.84	265.5
650470570	771	RNA polymerase, sigma 28 subunit, SigD/FliA/WhiG	10.56	129.51	4.2	16.17	108.34	81.08
650470571	399	hypothetical protein	3.4	42.81	0	0	57.64	28.78
650470572	486	CheD	0	100.03	3.33	0	54.8	34.13
650470573	621	CheC, inhibitor of MCP methylation	0	103.67	2.61	4.02	87.72	57.52
650470574	465	CheW protein	0	113.02	10.45	5.36	67.69	16.46
650470575	2079	CheA signal transduction histidine kinase	0.65	119.44	3.9	2.4	79.19	31.3
650470576	1065	response regulator receiver modulated CheB methylesterase	2.55	90.06	1.52	2.34	43.19	28.75
650470577	675	type IV pilus assembly PilZ	4.02	46.72	4.8	0	28.69	11.34
650470578	909	cobyrinic acid ac-diamide synthase	8.95	156.1	10.69	1.37	94.55	61.76
650470579	1212	flagellar biosynthetic protein FlhF	13.43	267.76	12.03	8.23	173.79	100
650470580	2031	flagellar biosynthesis protein FlhA	12.02	192.78	12.76	10.44	102.52	85.43
650470581	1179	flagellar biosynthetic protein FlhB	4.6	279.71	19.24	9.52	184.81	136.35
650470582	786	flagellar biosynthetic protein FliR	24.16	295.87	14.43	23.8	200.21	168.81
650470583	270	flagellar biosynthetic protein FliQ	10.05	150.85	12	0	94.15	70.88
650470584	783	flagellar biosynthetic protein FliP	6.93	115.78	8.28	6.37	86.58	74.95
650470585	498	hypothetical protein	0	353.53	35.79	10.02	230.92	189.58
650470586	363	response regulator receiver protein	37.37	271.46	53.56	13.74	256.78	196.82
650470587	1221	CheC, inhibitor of MCP methylation / FliN fusion protein	37.77	420.74	102.18	32.68	419.37	399.15
650470588	987	flagellar motor switch protein FliM	68.72	511.17	157.6	48.01	516.35	449.83
650470589	504	flagellar basal body-associated protein FliL	252.99	993.22	453.29	240.01	891.08	1154.3
650470590	213	flagellar FlbD family protein	484	1097.97	585.74	398.13	1108.23	1299.77
650470591	1323	flagellar hook-basal body protein	56.39	352.55	48.99	46.19	403.51	419.48
650470592	390	flagellar operon protein	6.96	192.03	4.15	12.79	307.29	261.7
650470593	972	flagellar hook capping protein	2.79	213.57	6.67	6.41	318.82	322.89
650470594	1587	Flagellar hook-length control protein-like, C-terminal domain	28.21	343.58	17.36	15.72	474.45	505.66
650470595	831	hypothetical protein	8.16	148.62	11.7	7.5	176.26	317.8
650470596	459	flagellar export protein FliJ	8.87	114.5	10.59	21.74	208.35	272.39
650470597	1314	type III secretion system ATPase, FliI/YscN (EC 3.6.3.15)	12.39	137.99	9.86	10.44	61.72	33.98
650470598	792	Flagellar assembly protein FliH/Type III secretion system HrpE	11.99	126.08	24.55	7.87	73.37	46.72
650470599	1023	flagellar motor switch protein FliG	19.89	142.56	19.01	7.31	74.55	53.63
650470600	1554	flagellar M-ring protein FliF	46.26	218.13	59.43	40.12	178.39	170.76
650470601	315	flagellar hook-basal body complex subunit FliE	94.74	337.85	128.59	75.22	280.54	210.61
650470602	444	flagellar basal-body rod protein FlgC	58.05	213.06	87.58	56.17	193.58	160.91
650470603	405	flagellar basal-body rod protein FlgB	194.26	441.2	224.04	240.18	511.11	425.27
650470604	1311	gid protein	32.08	30.07	24.72	28.54	22.16	6.81
650470605	2109	DNA topoisomerase I	25.73	31.15	26.89	34.3	21.24	15.12
650470606	1113	DNA protecting protein DprA	60.94	69.65	37.85	49.3	55.47	43.56
650470607	756	exodeoxyribonuclease III Xth	269.14	210.29	186.46	318.37	235.38	258.2
650470608	363	protein of unknown function DUF307	0	10.86	4.46	3.44	23.34	17.57
650470609	417	protein of unknown function UPF0047	9.76	15.75	7.77	2.99	2.9	9.18
650470610	1539	Mg chelatase, subunit ChlI	117.23	40.12	123.18	101.29	39.33	38.13
650470611	405	hypothetical protein	0	0	0	0	0	0
650470612	441	hypothetical protein	9.23	17.88	7.35	8.48	10.98	0
650470613	792	cellulosome anchoring protein cohesin region	130.17	708.36	96.15	141.71	1025.59	1337.02
650470614	1872	protein of unknown function DUF115	30.43	35.09	30.29	35.31	69.19	59.97
650470615	456	ATP-cone domain protein	44.62	43.22	35.53	57.43	71.68	92.33
650470616	261	sporulation protein, YlmC/YmxH family	0	0	0	0	0	0
650470617	774	RNA polymerase, sigma subunit, RpsG/SigG	0	0	0	0	0	3.3
650470618	735	RNA polymerase, sigma 29 subunit, SigE	16.61	16.09	11.02	1.7	18.12	12.15
650470619	894	sigma-E processing peptidase SpoIIGA	0	2.94	0	1.39	2.71	2.85
650470620	1095	cell division protein FtsZ	200.68	137.99	165.73	220.94	279.69	328.56
650470621	1242	cell division protein FtsA	210.79	161.85	148.72	255.04	268.03	284.54
650470622	378	protein of unknown function DUF1290	132.78	139.03	94.3	141.86	233.78	192.38
650470623	861	cell division protein FtsQ	215.84	178.54	135.49	160.77	293.85	305.25
650470624	1404	domain of unknown function DUF1727	57.97	28.07	33.47	57.73	50.01	59.97
650470625	747	CobB/CobQ domain protein glutamine amidotransferase	56.29	24.62	41.21	45.07	22.69	18.79
650470626	1221	transposase mutator type	1.11	0	1.33	0	0.99	0
650470627	387	Dockerin type 1	0	3.4	0	0	3.13	0
650470628	459	hypothetical protein	94.57	123.09	60.01	86.94	168.79	208.47
650470629	3171	Tetratricopeptide TPR_1 repeat-containing protein	82.13	137.15	75.11	74.33	176.75	256.29
650470630	1230	Dockerin type 1	370.55	293.75	354.35	439.01	477.32	683.54
650470631	1101	ATPase	0	3.58	2.94	0	0	1.16
650470632	2370	endoglucanase Cel9P	102.45	192.92	94.35	98.92	131.78	75.36
650470633	621	hypothetical protein	0	0	0	6.02	0	0
650470634	246	hypothetical protein	2001.63	694.32	1020.91	1520.82	674.16	554.92
650470635	1701	hydrogenase, Fe-only	1760.79	858.14	1197.35	1495.6	819.83	585.03
650470636	1875	NADH dehydrogenase (quinone)	1025.86	733.66	852.05	859.31	701.78	534.14
650470637	498	NADH dehydrogenase (ubiquinone) 24 kDa subunit	781.74	765.1	540.09	701.16	780.28	681.45
650470638	1170	Stage II sporulation protein E	37621.94	19208.26	37625.2	30783.43	18571.79	16131.86
650470639	1671	putative PAS/PAC sensor protein	2833.1	2174.84	1991.66	2360.55	2134.18	2052.28
650470640	246	hypothetical protein	4069.43	2307.28	2628.02	3477.6	2578.53	3018.37
650470641	750	aminoglycoside phosphotransferase	5091.31	3636.78	3759.06	4497.76	4422.47	4825.95
650470642	2622	acetaldehyde dehydrogenase (EC 1.2.1.10)/alcohol dehydrogenase AdhE (EC 1.1.1.1)	2637.42	2066.01	2012.07	2618.27	2315.33	2344.82
650470643	684	CoA-binding domain protein	2354	2070.68	1700.82	2018.28	2254.7	1919.31
650470644	585	dipicolinic acid synthetase, B subunit	2.32	0	0	4.26	0	0
650470645	873	dipicolinate synthase subunit A	3.11	3.01	0	1.43	1.39	1.46
650470646	1260	peptidase M16 domain protein	5.38	18.77	5.14	11.88	12.49	6.08
650470647	2103	polyribonucleotide nucleotidyltransferase	35.48	94.34	24.65	35.58	69.65	39.43
650470648	264	SSU ribosomal protein S15P	1094.43	2582.94	896.07	1473.81	1985.45	1604.42
650470649	258	hypothetical protein	0	0	0	0	0	0
650470650	246	spore coat protein CotJB	0	0	0	0	0	0
650470651	612	manganese containing catalase	0	0	0	0	0	0
650470652	3693	glycoside hydrolase family 9	90.73	590.23	107.05	108.06	256.66	162.02
650470653	2688	cellulose 1,4-beta-cellobiosidase (EC 3.2.1.91)	940.15	4634.21	990.37	1007.68	2426.46	1712.47
650470654	1035	hypothetical protein	1182.17	812.44	1224.21	1218.15	980.12	1221.57
650470655	1359	protein of unknown function DUF711	237.56	206.89	201.49	215.64	239.61	272.25
650470656	270	ACT domain-containing protein	30.14	53.53	84.01	36.95	80.7	80.33
650470657	2589	periplasmic sensor diguanylate cyclase/phosphodiesterase	61.82	108.6	61.96	57.32	104.27	103.98
650470658	1308	radical SAM domain-containing protein	78.82	32.14	73.09	90.57	43.5	59.5
650470659	738	hypothetical protein	312.47	137.08	245.9	334.58	154.19	223.01
650470660	1581	glycoside hydrolase family 5	60.06	246.82	52.27	70.99	88.82	65.36
650470661	1569	type 3a cellulose-binding domain protein	18.16	144.87	33.05	7.95	41.66	20.33
650470662	825	RNA polymerase, sigma 28 subunit, SigI	36.17	172	60.88	45.35	95.38	75.78
650470663	2199	copper amine oxidase-like domain-containing protein	508.29	331.01	318.31	501.89	565.9	751.33
650470664	2268	methyl-accepting chemotaxis sensory transducer	73.57	408.41	105.73	49.49	294.63	345.39
650470665	1029	hypothetical protein	51.41	191.53	28.34	29.09	112.94	86.79
650470666	828	protein of unknown function DUF477	27.85	125.36	17.61	40.67	64.33	47.77
650470667	321	protein of unknown function DUF74	143.68	57.3	40.38	97.12	45.25	59.62
650470668	1761	ABC transporter transmembrane region	6.16	8.21	5.52	4.96	6.19	9.42
650470669	1725	ABC transporter related protein	11.01	16.76	3.76	6.51	18.95	15.53
650470670	426	RbsD or FucU transport	91715.02	113593.84	119026.17	85933.62	54033.36	39160.67
650470671	1170	iron-containing alcohol dehydrogenase	12612.91	14131.35	11954.09	11778.94	12616.4	9506.39
650470672	966	periplasmic binding protein/LacI transcriptional regulator	6546.47	9637.73	7024.58	6476.76	10442.38	8181.8
650470673	1050	inner-membrane translocator	1303.51	322.84	1220.61	1324.27	1938	1982.97
650470674	1500	ABC transporter related protein	4449.24	236.5	5938.88	5542.81	4464.43	5231.66
650470675	1215	ROK family protein	14170.99	5971.33	20507.59	14647.68	7151.59	4767.21
650470676	972	PfkB domain protein	5915.75	732.63	7096.24	6713.9	4554.43	4763.27
650470677	1035	Alcohol dehydrogenase GroES domain protein	67217.02	13254.17	67449.19	57783.29	25833.98	23156.81
650470678	606	hypothetical protein	4.48	10.84	2.67	6.17	5.99	10.53
650470679	285	hypothetical protein	9.52	41.49	5.69	8.75	38.23	31.34
650470680	714	ABC transporter related protein	0	0	2.27	0	3.39	8.93
650470681	723	hypothetical protein	45.03	58.15	17.93	25.87	43.53	45.88
650470682	240	hypothetical protein	5.65	27.37	0	5.2	10.09	0
650470683	963	hypothetical protein	1.41	4.09	0	1.29	5.03	3.97
650470684	609	hypothetical protein	4.45	4.31	0	6.14	3.98	6.28
650470685	909	peptidase M56 BlaR1	2.98	5.78	5.35	2.74	1.33	4.21
650470686	354	transcriptional repressor, CopY family	11.5	11.13	13.73	21.14	37.62	0
650470687	1536	GMP synthase, large subunit	316.16	106.92	201.48	303.65	245.89	331.41
650470688	1335	glutamate dehydrogenase (NADP) (EC 1.4.1.4)	1022.18	1219.39	693.02	1015.4	1963.14	1505.16
650470689	846	oxidoreductase FAD/NAD(P)-binding domain protein	67.34	43.48	57.46	69.28	81.56	102.55
650470690	1395	sulfide dehydrogenase (flavoprotein) subunit SudA (EC 1.8.1.-)	179.89	32.02	117.31	156.44	107.6	142.67
650470691	1224	transposase mutator type	1.11	0	0	1.02	0	0
650470692	942	conserved hypothetical protein	76.32	65.55	34.4	67.52	62.97	48.76
650470693	1224	protein of unknown function DUF111	89.77	50.45	51.63	60.11	79.12	61.5
650470694	747	1-(5-phosphoribosyl)-5-amino-4-imidazole- carboxylate (AIR) carboxylase	147.09	165.33	143.16	170.28	213.91	174.21
650470695	870	Domain of unknown function DUF2520	21.83	54.37	27.94	37.27	51.48	41.06
650470696	2778	copper amine oxidase-like domain-containing protein	33.2	21.28	12.83	27.38	20.48	16.99
650470697	1129	Peptide chain release factor 2	161	96.59	129.16	157.95	141.53	176.29
650470698	696	helix-turn-helix domain protein	270.91	181.22	242.11	326.1	360.03	434.43
650470699	1173	aminotransferase class I and II	30.07	54.88	29.01	37.21	47.47	62
650470700	480	transcriptional regulator, AsnC family	31.09	52.01	23.63	25.98	95.83	111.63
650470701	219	hypothetical protein	1536.1	3545.64	1324.34	1486.23	2642.16	2068.09
650470702	567	hypothetical protein	686.61	1547.9	625.82	626.83	1507.29	1361.31
650470703	330	thioredoxin	6243.9	5896.47	7772.45	5959.48	4589.01	4793.94
650470704	1221	transposase mutator type	0	0	0	0	0	0
650470705	1153	transposase IS3/IS911 family protein	0	0	0	0	0	0
650470706	534	hypothetical protein	2.54	61.51	0	0	95.21	172.02
650470707	2568	maltodextrin phosphorylase	114.1	219.49	126.82	124.32	138.59	141.59
650470708	1223	transposase mutator type	0	0	0	0	0	0
650470709	1179	hypothetical protein	19.56	12.26	10.99	14.81	11.29	11.9
650470710	990	CoA-substrate-specific enzyme activase	2.74	1.33	0	1.26	1.22	2.58
650470711	1116	hypothetical protein	0	1.18	0	0	2.17	0
650470712	993	Protein of unknown function DUF2229, CoA enzyme activase	1.37	0	1.63	1.26	0	1.28
650470713	1392	PpiC-type peptidyl-prolyl cis-trans isomerase	99.4	110.43	66.35	112.88	99.14	80.65
650470714	567	signal peptidase I (EC:3.4.21.89). Serine peptidase. MEROPS family S26A	52.63	41.71	40.01	54.99	29.89	22.5
650470715	930	fructose-bisphosphate aldolase (EC 4.1.2.13)	1992.42	984.69	1473.94	2023.47	1021.79	1085.12
650470716	1248	phosphofructokinase	682.59	294.78	408.97	601.55	301.66	321
650470717	354	hypothetical protein	80.47	107.63	77.81	105.68	150.46	169.39
650470718	957	L-lactate dehydrogenase	531.53	340.48	311.53	581.18	557.83	723.89
650470719	1173	malic protein NAD-binding protein	2159.03	310.26	1153.4	1883.89	518.06	743.95
650470720	603	flavin reductase domain protein FMN-binding protein	96.73	98.05	85.99	109.61	146.55	249.66
650470721	1749	NAD(P)-dependent iron-only hydrogenase catalytic subunit	1340.19	864.64	767.06	1253.49	1066.57	1160.55
650470722	1794	NAD(P)-dependent iron-only hydrogenase diaphorase component flavoprotein	631.36	599.81	493.13	577.66	757.09	733.91
650470723	369	NAD(P)-dependent iron-only hydrogenase iron-sulfur protein	117.63	316.89	193.2	162.22	370.7	300.8
650470724	567	ATP-binding region ATPase domain protein	205.74	546.86	154.31	191.35	476.1	470.27
650470725	498	NAD(P)-dependent iron-only hydrogenase diaphorase component iron-sulfur protein	373.17	1002.55	266.79	323.04	1054.96	906.9
650470726	711	PHP domain protein	43.88	347.41	54.69	33.33	103.86	41.27
650470727	330	DRTGG domain protein	53.44	330.46	58.92	49.13	84.37	57.99
650470728	1347	Fe-S cluster domain protein	27.19	203.86	31.27	29.63	92.56	60.62
650470729	450	putative anti-sigma regulatory factor, serine/threonine protein kinase	54.26	131.39	57.61	47.11	64.56	34.02
650470730	354	hypothetical protein	206.92	649.51	201.39	172.62	372.73	201.82
650470731	1674	TGS domain-containing protein	115.88	434.82	141.32	129.62	276.96	259.12
650470732	438	hypothetical protein	52.65	42	36.99	48.4	58.04	87.38
650470733	837	Domain of unknown function DUF1848	76.17	183.66	77.43	74.5	241.53	202.73
650470734	426	hypothetical protein	22.29	58.6	26.62	35.13	71.04	65.89
650470735	1602	bacterial peptide chain release factor 3 (bRF-3)	40.64	36.09	27.31	38.14	33.25	15.13
650470736	2574	conserved repeat domain protein	15.81	4.08	10.07	15.99	4.23	2.97
650470737	477	transposase IS200-family protein	0	0	0	0	0	5.35
650470741	174	hypothetical protein	7.8	0	27.94	0	27.83	14.66
650470742	204	hypothetical protein	724.78	4469.72	1350.24	813.04	1869.2	1469.68
650470743	1938	NAD+ synthetase	401.06	89.49	402.14	357.78	126.17	170.5
650470744	2655	valyl-tRNA synthetase (EC 6.1.1.9)	109.85	24.25	79.95	97.23	63.83	118.69
650470745	243	hypothetical protein	39.08	27.03	13.34	35.92	19.93	31.5
650470746	1335	glycoside hydrolase family 3 domain protein	22.35	33.46	13.35	16.81	22.67	21.02
650470747	966	Tetratricopeptide TPR_1 repeat-containing protein	32.3	104.73	31.87	32.27	125.31	120.18
650470748	1467	hypothetical protein	24.04	98.52	11.04	17	103.15	119.14
650470749	645	class II aldolase/adducin family protein	8.41	97.78	5.02	15.47	161.4	189.89
650470750	693	ErfK/YbiS/YcfS/YnhG family protein	1.96	0	0	0	0	0
650470751	672	hypothetical protein	38.35	9.78	9.64	35.26	25.22	18.99
650470752	1935	PA14 domain protein	4.91	10.86	2.51	3.87	11.26	20.44
650470753	750	RNA polymerase sigma-I factor	1.81	19.27	2.16	3.33	9.68	5.1
650470754	1221	Glycosyltransferase 28 domain	18.89	26.9	14.6	19.41	28.75	44.93
650470755	1029	hypothetical protein	10.55	10.21	7.87	9.7	30.59	35.96
